gene_name,gene_id,tax_id
dSPS1,36587,7227
dsps1,36587,7227
selD,36587,7227
Als,36588,7227
DmIh,36589,7227
Tej,36590,7227
arc1,36595,7227
dArc1,36595,7227
darc1,36595,7227
dArc2,36597,7227
TFB1,36598,7227
DH44-R1,36601,7227
Dh44R1,36601,7227
dSin1,36604,7227
sin1,36604,7227
PHYL,36606,7227
Phyl,36606,7227
oaz,36609,7227
ASX,36612,7227
Ttv,36614,7227
dExt1,36614,7227
LAMC,36615,7227
lamC,36615,7227
TRA2,36619,7227
Tra-2,36619,7227
Tra2,36619,7227
tra-2,36619,7227
Hp2,36621,7227
SU(VAR)2-HP2,36621,7227
ADGF-E,36627,7227
Mspo,36632,7227
drc,36635,7227
dro,36635,7227
dros,36635,7227
Att,36636,7227
att,36636,7227
att A,36636,7227
attA,36636,7227
Attb,36637,7227
att,36637,7227
attB,36637,7227
attB1,36637,7227
RPN6,36638,7227
rpn6,36638,7227
spred,36643,7227
BEAF32b,36645,7227
Beaf-32,36645,7227
Beaf32,36645,7227
beaf,36645,7227
beaf-32,36645,7227
Smc2,36653,7227
ERCC1,36654,7227
ercc1,36654,7227
CiaO1,36655,7227
PCF11,36658,7227
pcf11,36658,7227
Cyp6A23,36661,7227
cyp6a23,36661,7227
CYP6A9,36663,7227
CYP6a9,36663,7227
Cyp6A9,36663,7227
CYP6a20,36664,7227
Cyp6A21,36665,7227
cyp6a21,36665,7227
CYP6A8,36666,7227
CYP6a8,36666,7227
Cyp6A8,36666,7227
Cyp317A1,36667,7227
kank,36668,7227
dlap1,36670,7227
Chn,36678,7227
Igl,36681,7227
Row,36685,7227
vol,36692,7227
alpha-ps4,36693,7227
TRPM,36694,7227
TrpM,36694,7227
trpm,36694,7227
mus210,36697,7227
Arf3,36699,7227
Arf51f,36699,7227
Arf6,36699,7227
arf51F,36699,7227
arf51f,36699,7227
arf6,36699,7227
HR51,36702,7227
Nr2e3,36702,7227
unf,36702,7227
UNC-5,36703,7227
Unc-5,36703,7227
Unc5,36703,7227
Unc5d,36703,7227
dUnc5,36703,7227
unc5,36703,7227
pms2,36705,7227
srpk,36706,7227
Metch,36708,7227
metch,36708,7227
mtk,36708,7227
IR52a,36715,7227
IR52d,36716,7227
pgant1,36717,7227
DmKin73,36718,7227
KHC-73,36718,7227
khc-73,36718,7227
FLO1,36726,7227
Flo[Dm],36726,7227
flo,36726,7227
flo1,36726,7227
CDK5,36727,7227
cdk5,36727,7227
vha14,36731,7227
vha14-1,36731,7227
impbeta11,36732,7227
ZASP52,36740,7227
zasp,36740,7227
zasp52,36740,7227
pox-n,36741,7227
poxn,36741,7227
Sli,36746,7227
D-iap2,36748,7227
DIAP2,36748,7227
Diap,36748,7227
Diap-2,36748,7227
Diha,36748,7227
Iap2,36748,7227
dIAP,36748,7227
dIAP2,36748,7227
diap2,36748,7227
MLF,36750,7227
dmlf,36750,7227
mlf,36750,7227
CYP4AA1,36752,7227
Cyp4AA1,36752,7227
Mlck,36753,7227
Strn-MLCK,36753,7227
Strn-mlck,36753,7227
mlck,36753,7227
strn-mlck,36753,7227
emc7,36767,7227
sdr2,36768,7227
CASP,36769,7227
Casp,36769,7227
DG,36773,7227
dg,36773,7227
Drho1,36775,7227
DrhoA,36775,7227
RHO1,36775,7227
Rho,36775,7227
RhoA,36775,7227
dRho1,36775,7227
dRhoA,36775,7227
rho,36775,7227
rho1,36775,7227
rhoA,36775,7227
RIC,36776,7227
JHEdup,36779,7227
jhedup,36779,7227
JHE,36780,7227
jhe,36780,7227
Got-1,36782,7227
got1,36782,7227
Lbk,36788,7227
PTP52F,36790,7227
ptp52F,36790,7227
DLis-1,36791,7227
DLis1,36791,7227
Dlis-1,36791,7227
Dlis1,36791,7227
LIS-1,36791,7227
dLis1,36791,7227
lis-1,36791,7227
lis1,36791,7227
Clu,36793,7227
Calypso,36794,7227
bap1,36794,7227
MRJ,36797,7227
dmrj,36797,7227
tsf3,36800,7227
KRIMP,36804,7227
Krimp,36804,7227
Cng,36806,7227
cng,36806,7227
dmCNGA,36806,7227
Csul,36809,7227
Dart5,36809,7227
dart5,36809,7227
dprmt5,36809,7227
KHC,36810,7227
Kif5,36810,7227
Kin,36810,7227
khc,36810,7227
kin,36810,7227
kinesin-1,36810,7227
Cato,36813,7227
ATG9,36821,7227
atg9,36821,7227
vha44,36826,7227
nup62,36830,7227
Wcd,36831,7227
D-semaII,36846,7227
dSema-II,36846,7227
sema-2a,36846,7227
sema2a,36846,7227
semaII,36846,7227
Dat,36849,7227
dat,36849,7227
fumin,36849,7227
s15,36851,7227
lst,36853,7227
CDK4,36854,7227
Cdk4/6,36854,7227
cdk4,36854,7227
cdk4/6,36854,7227
RplP2,36855,7227
Rplp2,36855,7227
rpA1,36855,7227
Gprs,36862,7227
AmyRel,36863,7227
amyrel,36863,7227
ppk4,36864,7227
picot,36865,7227
chit,36868,7227
ds47,36868,7227
idgf6,36868,7227
Acp53c14b,36873,7227
ACP53EA,36874,7227
Dunc104,36876,7227
Kif1a,36876,7227
Unc-104,36876,7227
imac,36876,7227
unc104,36876,7227
SOD2,36878,7227
Sod,36878,7227
Sod-2,36878,7227
dSod2,36878,7227
mnSOD,36878,7227
sod2,36878,7227
ARP53D,36879,7227
arp53D,36879,7227
Resilin,36880,7227
intS8,36886,7227
FEN1,36887,7227
fen1,36887,7227
PSI,36889,7227
INAC,36897,7227
InaC,36897,7227
Pkc2,36897,7227
inac,36897,7227
vha16-4,36900,7227
Dcbp,36905,7227
cbp53E,36905,7227
Ste24a,36908,7227
EHBP1,36912,7227
ehbp1,36912,7227
Apaf-1,36914,7227
Apaf1,36914,7227
Ark,36914,7227
DARK,36914,7227
apaf-1,36914,7227
apaf1,36914,7227
ark,36914,7227
dAPAF-1,36914,7227
dApaf-1,36914,7227
dArk,36914,7227
dapaf-1,36914,7227
dark,36914,7227
dark/hac-1/dapaf-1,36914,7227
hac-1,36914,7227
hac1,36914,7227
DrhoGEF2,36915,7227
RhoGef2,36915,7227
dRhoGEF,36915,7227
dRhoGEF2,36915,7227
rhoGEF2,36915,7227
rhogef2,36915,7227
Fat-spondin,36919,7227
DmGst-2,36927,7227
DmGstS1-1,36927,7227
GSTS1,36927,7227
Gst2,36927,7227
gsts1,36927,7227
Amy,36932,7227
amy,36932,7227
amy-d,36932,7227
Gbp,36936,7227
gbp1,36936,7227
gbp2,36937,7227
Mbl,36945,7227
cg6568,36948,7227
alpha-5,36951,7227
prosMA5,36951,7227
CNK,36952,7227
Cnk,36952,7227
l(2)K01209,36953,7227
MTAP,36955,7227
Arp4,36956,7227
BAP55,36956,7227
Baf53,36956,7227
bap55,36956,7227
LHR,36957,7227
Mthl4,36960,7227
Mthl3,36961,7227
gene 1,36961,7227
gene 2,36962,7227
gene 4,36964,7227
QKR54B,36966,7227
Qkr54B,36966,7227
Sam50,36966,7227
qrk54B,36966,7227
Apc10,36975,7227
patronin,36978,7227
ssp4,36978,7227
cg4878,36981,7227
eIF3-s9,36981,7227
eIF3B,36981,7227
CC2D2A,36982,7227
cc2d2a,36982,7227
CYP33,36984,7227
Cyp33,36984,7227
L18a,36985,7227
RPL18a,36985,7227
RpL18a,36985,7227
Mesr4,36986,7227
mesr4,36986,7227
NS2,36989,7227
ns2,36989,7227
dPOSH,36990,7227
posh,36990,7227
rab4,36992,7227
DCR-2,36993,7227
Dcr2,36993,7227
Dicer,36993,7227
cg6493,36993,7227
dcr,36993,7227
dcr-2,36993,7227
dcr2,36993,7227
dicer,36993,7227
dicer-2,36993,7227
dicer2,36993,7227
Dsmurf,36999,7227
Lack,36999,7227
SMURF,36999,7227
d-smurf,36999,7227
dSmurf,36999,7227
lack,36999,7227
smurf,36999,7227
OXP,37002,7227
eIF3-s8,37005,7227
p32,37006,7227
sema1b,37007,7227
RdgBbeta,37011,7227
dlish,37014,7227
vam,37014,7227
SNX16,37015,7227
snx16,37015,7227
hyccin,37019,7227
IR54a,37022,7227
sardh,37026,7227
Fab1,37033,7227
ubcD10,37035,7227
dhit,37037,7227
Elf1,37038,7227
GRH,37038,7227
Grh,37038,7227
Ntf,37038,7227
Ntf1,37038,7227
elf1,37038,7227
ntf-1,37038,7227
Olf186-F,37040,7227
Orai,37040,7227
dOrai,37040,7227
dorai,37040,7227
orai,37040,7227
THR,37042,7227
Thr,37042,7227
ProPo,37044,7227
Propo,37044,7227
bc,37044,7227
proPO,37044,7227
proPO-A1,37044,7227
proPO54,37044,7227
elk,37047,7227
STAU,37065,7227
Stau,37065,7227
Sema-5c,37066,7227
sema 5c,37066,7227
sema-5c,37066,7227
sema5c,37066,7227
HSF,37068,7227
Hsf1,37068,7227
hsf,37068,7227
PCL,37069,7227
pcl,37069,7227
PABP,37070,7227
PAbp,37070,7227
Pabp,37070,7227
pABP,37070,7227
pABp,37070,7227
pabp,37070,7227
naus,37076,7227
nup75,37078,7227
Med9,37079,7227
med9,37079,7227
NOPO,37083,7227
Nopo,37083,7227
FJ,37089,7227
Fj,37089,7227
ote,37090,7227
IDGF5,37104,7227
idgf5,37104,7227
GSTE10,37105,7227
gste10,37105,7227
GSTE1,37106,7227
Gst-3,37106,7227
Gst3,37106,7227
gst-3,37106,7227
gstE1,37106,7227
gste1,37106,7227
GSTE2,37107,7227
gste2,37107,7227
GSTE3,37108,7227
gste3,37108,7227
GSTE4,37109,7227
gste4,37109,7227
GSTE5,37110,7227
gstE5,37110,7227
gste5,37110,7227
GSTE6,37111,7227
gstE6,37111,7227
gste6,37111,7227
GSTE7,37112,7227
gstE7,37112,7227
gste7,37112,7227
GSTE8,37113,7227
Gst3-2,37113,7227
gste8,37113,7227
DP1,37116,7227
ddp1,37116,7227
TTD14,37119,7227
ttd14,37119,7227
PRP19,37123,7227
prp19,37123,7227
GSTE11,37128,7227
cg5224,37128,7227
gste11,37128,7227
pepck,37130,7227
pepck2,37130,7227
Pepck,37131,7227
pepck,37131,7227
pepck1,37131,7227
RGK2,37132,7227
mrpS28,37136,7227
ATG7,37141,7227
atg-7,37141,7227
atg7,37141,7227
dsec6,37142,7227
sec6,37142,7227
Eip40,37143,7227
Zda,37144,7227
NTAN1,37147,7227
ntan1,37147,7227
EDL,37149,7227
Edl,37149,7227
Mae,37149,7227
mae,37149,7227
SIK3,37152,7227
Cyp12B2,37163,7227
jabba,37164,7227
mctp,37165,7227
jheh2,37181,7227
Dipt,37183,7227
Dpt,37183,7227
dip,37183,7227
dipt,37183,7227
diptA,37183,7227
diptericin,37183,7227
dpt,37183,7227
diptB,37184,7227
dptB,37184,7227
PROD,37187,7227
Prod,37187,7227
TOPORS,37188,7227
dtopors,37188,7227
abba,37190,7227
5-HT[[1B]]Dro,37191,7227
5HT1b,37191,7227
5-HT1a,37196,7227
5HT1a,37196,7227
Botv,37198,7227
DExt3,37198,7227
Dextl3,37198,7227
dExt3,37198,7227
Ena,37201,7227
Vasp,37201,7227
enb,37201,7227
Hppy,37203,7227
Cor,37205,7227
Cora,37205,7227
cor,37205,7227
Wbl,37206,7227
wind,37206,7227
tBRD-2,37207,7227
tBrd-2,37207,7227
FK506-bp2,37214,7227
FKBP12,37214,7227
Fk506-bp2,37214,7227
fkbp,37214,7227
Mip40,37215,7227
TAB2,37216,7227
cg7417,37216,7227
dTab2,37216,7227
tab2,37216,7227
cg7461,37217,7227
D-endoB,37218,7227
endoB,37218,7227
Sdh,37228,7227
Sdha,37228,7227
scs-fp,37228,7227
sdh,37228,7227
sdhA,37228,7227
CER,37229,7227
HTS,37230,7227
Hts,37230,7227
Hts-RC,37230,7227
add,37230,7227
adducin,37230,7227
htsRC,37230,7227
calpA,37232,7227
DFak,37233,7227
Dfak,37233,7227
Dfak56,37233,7227
FAK,37233,7227
dFak,37233,7227
fak,37233,7227
fak56,37233,7227
fak56D,37233,7227
RPL11,37235,7227
ARL6,37236,7227
BetaTub56D,37238,7227
beta-tub,37238,7227
beta-tub56D,37238,7227
beta1tub,37238,7227
betatub56D,37238,7227
tub56D,37238,7227
tubulin,37238,7227
tbcb,37244,7227
OSEG6,37245,7227
Wdr19,37245,7227
oseg6,37245,7227
REP,37246,7227
HPO,37247,7227
Hpo,37247,7227
IR56b,37250,7227
IR56c,37251,7227
IR56d,37252,7227
Sm,37254,7227
IsoT-3,37261,7227
Isopeptidase-T-3,37261,7227
obp56a,37264,7227
OBP56b,37265,7227
OBP56d,37266,7227
obp56d,37266,7227
obp56e,37267,7227
OR56a,37269,7227
OBP56g,37270,7227
OBP56h,37271,7227
Toll 7,37272,7227
toll,37272,7227
toll-7,37272,7227
18W,37277,7227
PPK6,37286,7227
ATE1,37288,7227
ate1,37288,7227
HSL,37289,7227
dhsl,37289,7227
Mus209,37290,7227
Pcna,37290,7227
mus209,37290,7227
pcna,37290,7227
Rps18,37292,7227
rpS18,37292,7227
cg9143,37296,7227
CKIIbeta2,37300,7227
Tapas,37304,7227
Arc32,37305,7227
Med8,37305,7227
obp57c,37311,7227
MGAT1,37323,7227
mgat1,37323,7227
Fam21,37331,7227
fam21,37331,7227
Rig,37335,7227
MAF-S,37336,7227
Maf-S,37336,7227
mafS,37336,7227
lrt,37342,7227
Exu,37345,7227
GR57a,37347,7227
INSC,37355,7227
Insc,37355,7227
SKTL,37356,7227
Sktl,37356,7227
cib2,37363,7227
Otp,37364,7227
w26,37364,7227
Drx,37367,7227
drx,37367,7227
rx,37367,7227
Act57b,37368,7227
act57A,37368,7227
act57B,37368,7227
act57b,37368,7227
actin,37368,7227
Dgt3,37377,7227
alpha-3,37378,7227
pros29,37378,7227
cg9346,37381,7227
Cadh,37386,7227
DCad,37386,7227
DCad2,37386,7227
DE-Cad,37386,7227
DE-Cad2,37386,7227
DE-cad,37386,7227
DE-cadh,37386,7227
DE-cadherin,37386,7227
DECad,37386,7227
DEcad,37386,7227
De-Cad,37386,7227
E-Cad,37386,7227
E-cad,37386,7227
E-cadherin,37386,7227
ECad,37386,7227
Ecad,37386,7227
Shg,37386,7227
cad,37386,7227
cadh,37386,7227
dEcad,37386,7227
de-cad,37386,7227
e-cad,37386,7227
ecad,37386,7227
Cpa,37387,7227
DmCht9,37392,7227
King-tubby,37400,7227
Tulp,37400,7227
dTULP,37400,7227
dTulp,37400,7227
king-tubby,37400,7227
tulp,37400,7227
MAGO,37402,7227
Mago,37402,7227
Magoh,37402,7227
mgn,37402,7227
ima,37403,7227
magi,37403,7227
cg4266,37411,7227
Lsm1,37413,7227
XPD,37414,7227
xpd,37414,7227
TUD,37417,7227
Tud,37417,7227
UGT49B1,37420,7227
UGT49C1,37421,7227
panx,37434,7227
EFsec,37444,7227
EfSec,37444,7227
Efsec,37444,7227
eEFsec,37444,7227
sdc,37447,7227
syd,37447,7227
syn,37447,7227
FKBP14,37449,7227
Fkbp13,37449,7227
fkbp13,37449,7227
Mesk2,37451,7227
mesk2,37451,7227
DEgfr,37455,7227
Degfr,37455,7227
Der,37455,7227
EGFR,37455,7227
EGFr,37455,7227
EGfr,37455,7227
Egf-r,37455,7227
EgfR,37455,7227
Top,37455,7227
dEGFR,37455,7227
dEGFr,37455,7227
dEgfr,37455,7227
degfr,37455,7227
der,37455,7227
egfr,37455,7227
flb,37455,7227
top,37455,7227
torpedo/Egfr,37455,7227
torpedo/egfr,37455,7227
Twz,37456,7227
ptp-er,37461,7227
Mahj,37462,7227
rae1,37467,7227
PIRK,37468,7227
Pims,37468,7227
Pirk,37468,7227
pims,37468,7227
rudra,37468,7227
Nc2alpha,37471,7227
TBP,37476,7227
TfIID,37476,7227
dTbp,37476,7227
dtbp,37476,7227
tbp,37476,7227
tim10,37478,7227
HMGZ,37480,7227
hmg-Z,37480,7227
hmgz,37480,7227
HMGD,37481,7227
Hmg-D,37481,7227
hmg-D,37481,7227
hmgd,37481,7227
cg4021,37484,7227
Comr,37492,7227
GR58c,37501,7227
synj,37517,7227
DWip,37521,7227
Wip,37521,7227
dWIP,37521,7227
sltr,37521,7227
vrp1,37521,7227
wip,37521,7227
MEI-S332,37523,7227
Mei-S332,37523,7227
mei-S322,37523,7227
mei-s332,37523,7227
meiS332,37523,7227
dgm130,37524,7227
FMR1,37528,7227
FMRp,37528,7227
Fmrp,37528,7227
cg6203,37528,7227
dFMR1,37528,7227
dFMRP,37528,7227
dFmr1,37528,7227
dFmrp,37528,7227
dfmr,37528,7227
dfmr1,37528,7227
dfxr,37528,7227
dfxr1,37528,7227
fmr,37528,7227
fmr1,37528,7227
Med16,37535,7227
med16,37535,7227
Dvps35,37536,7227
VPS35,37536,7227
dVPS35,37536,7227
dvps35,37536,7227
vps35,37536,7227
swim,37537,7227
Ari-2,37542,7227
OATP58Dc,37545,7227
DVE,37546,7227
Dve,37546,7227
GP150,37549,7227
gp150,37549,7227
rtf1,37554,7227
Wrapper,37555,7227
QKR58E-3,37559,7227
kep1,37559,7227
qkr58e-3,37559,7227
MES4,37560,7227
QKR58E-1,37561,7227
Qkr58E-1,37561,7227
qkr58e-2,37562,7227
RAD50,37564,7227
Rad50,37564,7227
PPK12,37566,7227
cg10384,37567,7227
DNR1,37575,7227
Dnr1,37575,7227
dNR1,37575,7227
cg3927,37576,7227
cg3875,37577,7227
cg4269,37578,7227
vps20,37581,7227
CDK9,37586,7227
cdk9,37586,7227
UGT317A1,37590,7227
ugt58Fa,37590,7227
Rybp,37601,7227
drybp,37601,7227
rybp,37601,7227
PPA,37602,7227
ppa,37602,7227
Robo,37603,7227
Robo1,37603,7227
robo,37603,7227
robo-1,37603,7227
ATP5a,37617,7227
Atp5a,37617,7227
Blw,37617,7227
CYCB,37618,7227
Cycb,37618,7227
cyc B,37618,7227
cyc-B,37618,7227
cycB,37618,7227
cycb,37618,7227
RpL17A,37628,7227
Rpl17A,37628,7227
rpl23,37628,7227
INAD,37629,7227
InaD,37629,7227
FD59A,37631,7227
Fd59a,37631,7227
fd3,37631,7227
fd59a,37631,7227
dpip5k,37633,7227
emc8/9,37635,7227
Asrij,37637,7227
gmer,37638,7227
Med23,37639,7227
reep1,37643,7227
TWI,37655,7227
Twi,37655,7227
fib,37662,7227
pen59C5,37662,7227
dart7,37664,7227
Rpl37b,37669,7227
DmKlp59C,37671,7227
KLP59C,37671,7227
gpdh-2,37672,7227
KLP59D,37674,7227
cg3162,37681,7227
rpL22-like,37684,7227
ORD,37687,7227
Ord,37687,7227
ICE1,37701,7227
yellow-D2,37704,7227
OR59a,37711,7227
dor46,37711,7227
skpF,37713,7227
DmOr59b,37715,7227
OR59b,37715,7227
Or59B,37715,7227
GR59e,37725,7227
Gr59E,37725,7227
GR59f,37726,7227
WMD,37727,7227
Cox6a,37728,7227
Levy,37728,7227
DCP-1,37729,7227
Dcp1,37729,7227
dcp-1,37729,7227
dcp1,37729,7227
PITA,37730,7227
Pita,37730,7227
RRP4,37731,7227
rrp4,37731,7227
PI3K59F,37733,7227
Pi3K_59F,37733,7227
Pi3k59F,37733,7227
Vps34,37733,7227
vps34,37733,7227
Apt,37734,7227
tdf,37734,7227
PDE8,37741,7227
pde8,37741,7227
st1,37742,7227
st3,37743,7227
Cryab,37744,7227
L(2)EFL,37744,7227
L(2)efl,37744,7227
l(2)Efl,37744,7227
PAL2,37746,7227
Pal,37746,7227
Angel,37748,7227
mRPL43,37750,7227
alg3,37754,7227
l(2)not,37754,7227
sesn,37755,7227
EGL,37757,7227
Egl,37757,7227
dimp,37762,7227
SSRP,37767,7227
dSSRP,37767,7227
dSsrp,37767,7227
ssrp,37767,7227
dmNXT1,37769,7227
nxt1,37769,7227
SNAP29,37774,7227
ubisnap,37774,7227
eif6,37776,7227
GBB,37778,7227
Gbb,37778,7227
Tgfbeta-60A,37778,7227
gbb-60A,37778,7227
PYM,37780,7227
pym,37780,7227
wibg,37780,7227
tbph,37781,7227
CPES,37782,7227
thiolase,37784,7227
KEN,37785,7227
Ken,37785,7227
Dcp1,37790,7227
dDcp1,37790,7227
dcp-1,37790,7227
UPF3,37792,7227
upf3,37792,7227
LPT,37795,7227
cg5591,37795,7227
cmi,37795,7227
lpt,37795,7227
NAP1,37798,7227
Nap-1,37798,7227
dNap1,37798,7227
nap-1,37798,7227
nap1,37798,7227
KCC,37800,7227
Kcc,37800,7227
tal,37804,7227
G[[s]]alpha,37805,7227
GalphaS,37805,7227
Gsalpha,37805,7227
dgs,37805,7227
dgsalpha,37805,7227
galphas,37805,7227
orcokinin,37806,7227
FZR2,37808,7227
THOC5,37810,7227
Thoc5,37810,7227
FMO-1,37814,7227
ALAS,37815,7227
alas,37815,7227
Gadd34,37820,7227
gadd34,37820,7227
ppp1r15,37820,7227
Dsox-14,37822,7227
SOX14,37822,7227
sox14,37822,7227
PHM,37823,7227
pask,37824,7227
Ldb,37837,7227
chi,37837,7227
chip,37837,7227
dMan1,37838,7227
NOT11,37839,7227
intS1,37840,7227
Adf,37841,7227
Tsr,37841,7227
gamma-Snap,37842,7227
Sei,37843,7227
Ppk29,37844,7227
eIF5a,37846,7227
RpL46,37849,7227
rp46,37849,7227
Rap2L,37850,7227
YKI,37851,7227
Yki,37851,7227
yap,37851,7227
GPAT4,37852,7227
DMlp1,37853,7227
Mlp1,37853,7227
BcDNA:LD21643,37857,7227
SNAMA,37857,7227
Snama,37857,7227
Gek,37858,7227
Mrck,37858,7227
Cg11290,37859,7227
Enok,37859,7227
Aanat1,37867,7227
Dat,37867,7227
aaNAT,37867,7227
aaNAT1,37867,7227
aaNat,37867,7227
NOP60B,37873,7227
Nop60b,37873,7227
nop60B,37873,7227
IR60a,37881,7227
Nvy,37886,7227
beta3Tub,37888,7227
beta3tub,37888,7227
betatub60D,37888,7227
SLBO,37889,7227
Slbo,37889,7227
BS,37890,7227
Bs,37890,7227
DSrf,37890,7227
Srf,37890,7227
bs/Dsrf,37890,7227
dSRF,37890,7227
dsrf,37890,7227
srf,37890,7227
Dm1,37892,7227
mAchR,37892,7227
Plkk1,37893,7227
SLIK,37893,7227
Slk,37893,7227
slik,37893,7227
slk,37893,7227
RPN8,37894,7227
DmSerT,37895,7227
SERT,37895,7227
Sert,37895,7227
dSerT,37895,7227
dSert,37895,7227
dmSERT,37895,7227
dsert,37895,7227
serT,37895,7227
eyc,37897,7227
SSL,37909,7227
alpha4t2,37910,7227
pros28.1B,37910,7227
letm1,37912,7227
cg4612,37914,7227
BRCA2,37916,7227
brca2,37916,7227
dmbrca2,37916,7227
IR60e,37917,7227
Itp,37921,7227
itp,37921,7227
NURF-38,37922,7227
Nurf 38,37922,7227
Nurf38,37922,7227
Dmfcp1,37925,7227
fcp1,37925,7227
StART1,37927,7227
start1,37927,7227
Pio,37929,7227
Cg4707,37935,7227
ADCK1,37938,7227
cg3608,37938,7227
CYP9C1,37941,7227
Cyp9C1,37941,7227
Ndufa8,37946,7227
POF,37947,7227
cg3691,37947,7227
pof,37947,7227
cg4806,37948,7227
MMP1,37949,7227
MMp1,37949,7227
Mmp-1,37949,7227
dm1-MMP,37949,7227
dmmp1,37949,7227
mmp-1,37949,7227
mmp1,37949,7227
St6Gal,37950,7227
dSiaT,37950,7227
cg13596,37953,7227
mid1,37953,7227
Spz6,37956,7227
GSTE12,37960,7227
gste12,37960,7227
EPS-15,37961,7227
Eps15,37961,7227
eps-15,37961,7227
eps15,37961,7227
DmSetdb1,37962,7227
Dmsetdb1,37962,7227
EGG,37962,7227
Egg,37962,7227
SetDB1,37962,7227
Setdb1,37962,7227
dSetDB1,37962,7227
dSetdb1,37962,7227
dsetdb1,37962,7227
LCP9,37963,7227
lcp9,37963,7227
cg3594,37964,7227
Dmikkgamma,37967,7227
IKKg,37967,7227
KEY,37967,7227
Key,37967,7227
dmIKKgamma,37967,7227
Dreg-5,37968,7227
dreg-5,37968,7227
reg-5,37968,7227
ORC4,37970,7227
dmOrc4,37970,7227
orc4,37970,7227
DLL,37973,7227
dll,37973,7227
ATF-2,37978,7227
Atf2,37978,7227
atf-2,37978,7227
ance-5,37980,7227
dsc,37981,7227
dsc1,37981,7227
Pain,37985,7227
RPL19,37995,7227
Rpl19,37995,7227
rpL19,37995,7227
rpl19,37995,7227
PHK-3,37997,7227
cg2736,37998,7227
Emp,37999,7227
ZIP,38001,7227
Zip,38001,7227
myo II,38001,7227
myoII,38001,7227
NPLP1,38003,7227
nplp1,38003,7227
GSB-N,38004,7227
Gsb-n,38004,7227
Gsbn,38004,7227
gsb-p,38004,7227
gsbN,38004,7227
gsbn,38004,7227
Gsb,38005,7227
Gsb-d,38005,7227
gsb-d,38005,7227
Gol,38006,7227
Lov,38007,7227
Tkr,38007,7227
tkr,38007,7227
Peb,38009,7227
peb,38009,7227
KR,38012,7227
kr,38012,7227
Mthl8,38013,7227
Lsp-1gamma,38015,7227
Lsp1,38015,7227
Dstpk61,38017,7227
PDK1,38017,7227
Pk61C,38017,7227
Pk61C,38017,7227
PDK1,38017,7227
Pk61c/PDK1,38017,7227
dSTPK61,38017,7227
pdk1,38017,7227
pdpk1,38017,7227
pk61c,38017,7227
Dcas,38021,7227
p130Cas,38021,7227
VDUP1,38023,7227
vdup1,38023,7227
Mri,38028,7227
prp4,38032,7227
THOC7,38033,7227
Thoc7,38033,7227
Dis3L2,38034,7227
dmdis3l2,38034,7227
Pyx,38037,7227
Wac,38044,7227
TUDOR-SN,38045,7227
tudor-SN,38045,7227
mRPL17,38046,7227
mrpL17,38046,7227
miple,38047,7227
rhoGEF3,38050,7227
cg6994,38055,7227
dAtac3,38055,7227
Mthl9,38056,7227
Mthl10,38057,7227
MTH,38058,7227
Mth,38058,7227
PTPMEG,38059,7227
dptpmeg,38059,7227
ptpmeg,38059,7227
cdc5,38062,7227
TRH,38065,7227
Trh,38065,7227
Klar,38067,7227
cypl,38069,7227
HIPK,38070,7227
dhipk2,38070,7227
hipK,38070,7227
hipk,38070,7227
PPM1,38071,7227
kah,38072,7227
Med14,38073,7227
GALE,38076,7227
Med30,38078,7227
med30,38078,7227
DmRev1,38079,7227
REV1,38079,7227
dRev1,38079,7227
drev1,38079,7227
rev1,38079,7227
Ebd1,38082,7227
rabX6,38084,7227
rabx6,38084,7227
Vti1,38085,7227
Vti1A,38085,7227
vti1a,38085,7227
CKIIalpha-i3,38088,7227
CKiialpha-I3,38088,7227
Emc,38091,7227
SF3B3,38093,7227
GR61a,38098,7227
Cep290,38099,7227
DCI,38100,7227
Dpr20,38101,7227
DmGluT1,38109,7227
Dmglut1,38109,7227
GLUT1,38109,7227
glut1,38109,7227
BAB1,38116,7227
Bab1,38116,7227
bab,38116,7227
TRH,38121,7227
TrH,38121,7227
dTrh,38121,7227
trh,38121,7227
lysX,38122,7227
lysB,38125,7227
lysD,38127,7227
lysE,38128,7227
lysP,38129,7227
lysS,38130,7227
DmKlp61F,38135,7227
KLP61F,38135,7227
KLP61f,38135,7227
Klp2,38135,7227
Klp61f,38135,7227
Krp130,38135,7227
klp61F,38135,7227
klp61f,38135,7227
PSF1,38136,7227
psf1,38136,7227
sac1,38137,7227
cg32333,38142,7227
SCF,38145,7227
Dmrac1,38146,7227
Drac,38146,7227
Drac1,38146,7227
DracA,38146,7227
RAC1,38146,7227
dRac,38146,7227
dRac1,38146,7227
drac1,38146,7227
rac,38146,7227
rac-1,38146,7227
rac1,38146,7227
cg2469,38149,7227
sherpa,38151,7227
MYO61F,38153,7227
MyoIB,38153,7227
myo61F,38153,7227
myo61f,38153,7227
myoIC,38153,7227
mtACP1A,38154,7227
mtACP1B,38154,7227
mtacp1,38154,7227
Msd1,38155,7227
Msd5,38156,7227
PTP61F,38160,7227
Ptp61f,38160,7227
dPTP61F,38160,7227
dptp61F,38160,7227
ptp61F,38160,7227
snm,38167,7227
Dmrho,38168,7227
RHO,38168,7227
Rho,38168,7227
rho-1,38168,7227
rho1,38168,7227
ve,38168,7227
Stet,38169,7227
brho,38169,7227
